year,month,rank,net_worth, transformed worth ,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2024,4,686,4.6,"$4,600,000,000 ",Kim,Beom-su,Kim Beom-su,3/27/1966,58,Male,South Korea,South Korea,Seoul,Technology,['Technology'],,,TRUE,Decreased
2024,4,686,4.6,"$4,600,000,000 ",Rokke,Kjell Inge,Kjell Inge Rokke,10/25/1958,65,Male,Norway,Norway,Vettre,Logistics,['Logistics'],,,TRUE,Decreased
2024,4,686,4.6,"$4,600,000,000 ",Beckmann Legorreta,Juan Domingo,Juan Domingo Beckmann Legorreta & family,7/1/1967,56,Male,Mexico,Mexico,Mexico City,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
2024,4,686,4.6,"$4,600,000,000 ",Nitori,Akio,Akio Nitori,3/5/1944,80,Male,Japan,Japan,Hokkaido,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,686,4.6,"$4,600,000,000 ",Shigeta,Yasumitsu,Yasumitsu Shigeta,2/25/1965,59,Male,Japan,Japan,Tokyo,Telecom,['Telecom'],,,TRUE,Increased
2024,4,686,4.6,"$4,600,000,000 ",Caltagirone,Francesco Gaetano,Francesco Gaetano Caltagirone,3/21/1943,81,Male,Italy,Italy,Rome,Construction & Engineering,['Construction & Engineering'],,,TRUE,Increased
2024,4,686,4.6,"$4,600,000,000 ",Zhu,Baoguo,Zhu Baoguo & family,4/25/1962,61,Male,China,China,Shenzhen,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,697,4.5,"$4,500,000,000 ",Bicket,John,John Bicket,3/20/1980,44,Male,United States,United States,San Francisco,Technology,['Technology'],,,TRUE,Increased
2024,4,697,4.5,"$4,500,000,000 ",Coulter,Jim,Jim Coulter,12/1/1959,64,Male,United States,United States,San Francisco,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,697,4.5,"$4,500,000,000 ",Green,Jeff T.,Jeff T. Green,3/30/1977,47,Male,United States,United States,Newbury Park,Media & Entertainment,['Media & Entertainment'],,,TRUE,Increased
2024,4,697,4.5,"$4,500,000,000 ",Jacobs,Jeremy,"Jeremy Jacobs, Sr. & family",1/21/1940,84,Male,United States,United States,East Aurora,Service,['Service'],,,FALSE,Increased
2024,4,697,4.5,"$4,500,000,000 ",Schusterman,Lynn,Lynn Schusterman & family,1/21/1939,85,Female,United States,United States,Tulsa,Energy,['Energy'],,,FALSE,Increased
2024,4,697,4.5,"$4,500,000,000 ",Skoll,Jeff,Jeff Skoll,1/16/1965,59,Male,United States,United States,Los Angeles,Technology,['Technology'],,,TRUE,Increased
2024,4,697,4.5,"$4,500,000,000 ",Starak,Jerzy,Jerzy Starak,12/12/1947,76,Male,Poland,Poland,Konstancin,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,697,4.5,"$4,500,000,000 ",Cucinelli,Brunello,Brunello Cucinelli & family,9/3/1953,70,Male,Italy,Italy,Solomeo,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,697,4.5,"$4,500,000,000 ",Tshuva,Yitzhak,Yitzhak Tshuva,7/7/1948,75,Male,Israel,Israel,Netanya,Real Estate,['Real Estate'],,,TRUE,Increased
2024,4,697,4.5,"$4,500,000,000 ",Kam,Dewi,Dewi Kam,7/23/1950,73,Female,Indonesia,Indonesia,Jakarta,Energy,['Energy'],,,TRUE,Increased
2024,4,697,4.5,"$4,500,000,000 ",Oberoi,Vikas,Vikas Oberoi,9/8/1970,53,Male,India,India,Mumbai,Real Estate,['Real Estate'],,,FALSE,Increased
2024,4,697,4.5,"$4,500,000,000 ",Li,Ping,Li Ping,1/1/1968,56,Male,Hong Kong,China,Ningde,Automotive,['Automotive'],,,TRUE,Decreased
2024,4,697,4.5,"$4,500,000,000 ",Li,Richard,Richard Li,11/8/1966,57,Male,Hong Kong,Hong Kong,Hong Kong,Telecom,['Telecom'],,,FALSE,Decreased
2024,4,697,4.5,"$4,500,000,000 ",Lai,Meisong,Lai Meisong,12/1/1970,53,Male,China,China,Shanghai,Logistics,['Logistics'],,,TRUE,Decreased
2024,4,697,4.5,"$4,500,000,000 ",Moll Filho,Jorge,Jorge Moll Filho & family,1/1/1945,79,Male,Brazil,Brazil,Rio de Janeiro,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,712,4.4,"$4,400,000,000 ",Pham,Nhat Vuong,Pham Nhat Vuong,8/5/1968,55,Male,Vietnam,Vietnam,Hanoi,Diversified,['Diversified'],,,TRUE,Increased
2024,4,712,4.4,"$4,400,000,000 ",Escotet,Juan Carlos,Juan Carlos Escotet,7/23/1959,64,Male,Venezuela,Spain,A Coruña,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,712,4.4,"$4,400,000,000 ",Davis,Jim,Jim Davis,3/13/1960,64,Male,United States,United States,Cockeysville,Service,['Service'],,,TRUE,Remained Even
2024,4,712,4.4,"$4,400,000,000 ",Hastings,Reed,Reed Hastings,10/8/1960,63,Male,United States,United States,Santa Cruz,Technology,['Technology'],Netflix,CEO,TRUE,Increased
2024,4,712,4.4,"$4,400,000,000 ",Ingram,Martha,Martha Ingram & family,8/20/1935,88,Female,United States,United States,Nashville,Media & Entertainment,['Media & Entertainment'],Ingram Industries,Former Chairman,FALSE,Increased
2024,4,712,4.4,"$4,400,000,000 ",Irsay,James,James Irsay,6/13/1959,64,Male,United States,United States,Carmel,Sports,['Sports'],Indianapolis Colts,CEO,FALSE,Increased
2024,4,712,4.4,"$4,400,000,000 ",Johnson,Rupert,"Rupert Johnson, Jr.",8/10/1940,83,Male,United States,United States,Burlingame,Finance & Investments,['Finance & Investments'],Franklin Resources,Vice Chairman and Director,FALSE,Increased
2024,4,712,4.4,"$4,400,000,000 ",Perlmutter,Isaac,Isaac Perlmutter,12/1/1942,81,Male,United States,United States,Palm Beach,Media & Entertainment,['Media & Entertainment'],Marvel Entertainment,Chairman,TRUE,Increased
2024,4,712,4.4,"$4,400,000,000 ",Saylor,Michael,Michael Saylor,2/4/1965,59,Male,United States,United States,Vienna,Technology,['Technology'],,,TRUE,Returned to List
2024,4,712,4.4,"$4,400,000,000 ",Snyder,Dan,Dan Snyder,11/23/1964,59,Male,United States,United States,Potomac,Sports,['Sports'],,,TRUE,Decreased
2024,4,712,4.4,"$4,400,000,000 ",Grogg,Peter,Peter Grogg,1/10/1942,82,Male,Switzerland,Switzerland,Liestal,Healthcare,['Healthcare'],,,TRUE,Remained Even
2024,4,712,4.4,"$4,400,000,000 ",Kozitsyn,Andrei,Andrei Kozitsyn,6/9/1960,63,Male,Russia,Russia,Verkhniaya Pyshma,Metals & Mining,['Metals & Mining'],,,TRUE,Increased
2024,4,712,4.4,"$4,400,000,000 ",Hank Rhon,Carlos,Carlos Hank Rhon & family,12/10/1947,76,Male,Mexico,Mexico,Mexico City,Diversified,['Diversified'],,,FALSE,Increased
2024,4,712,4.4,"$4,400,000,000 ",Shwed,Gil,Gil Shwed,6/12/1968,55,Male,Israel,Israel,Tel Aviv,Technology,['Technology'],,,TRUE,Increased
2024,4,712,4.4,"$4,400,000,000 ",Alukkas,Joy,Joy Alukkas,9/4/1956,67,Male,India,India,Cochin,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,712,4.4,"$4,400,000,000 ",Wadia,Nusli,Nusli Wadia,2/15/1944,80,Male,India,India,Mumbai,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
2024,4,712,4.4,"$4,400,000,000 ",von Holtzbrinck,Stefan,Stefan von Holtzbrinck,5/15/1963,60,Male,Germany,Germany,Stuttgart,Media & Entertainment,['Media & Entertainment'],,,FALSE,Increased
2024,4,712,4.4,"$4,400,000,000 ",Strnad ,Michal,Michal Strnad,8/4/1992,31,Male,Czech Republic,,,Manufacturing,['Manufacturing'],,,FALSE,Increased
2024,4,712,4.4,"$4,400,000,000 ",Xiang,Guangda,Xiang Guangda,1/1/1958,66,Male,China,China,Wenzhou,Metals & Mining,['Metals & Mining'],,,TRUE,Returned to List
2024,4,712,4.4,"$4,400,000,000 ",Smith,Stephen,Stephen Smith,6/2/1951,72,Male,Canada,Canada,Toronto,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,712,4.4,"$4,400,000,000 ",Obrecht,Cliff,Cliff Obrecht,12/28/1985,38,Male,Australia,Australia,Sydney,Technology,['Technology'],,,TRUE,Increased
2024,4,712,4.4,"$4,400,000,000 ",Perkins,Melanie,Melanie Perkins,5/13/1987,36,Female,Australia,Australia,Sydney,Technology,['Technology'],Canva,Co-Founder & CEO,TRUE,Increased
2024,4,734,4.3,"$4,300,000,000 ",Ackman,William,William Ackman,5/11/1966,57,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],"Pershing Square Capital Management, L.P.","Founder, CEO",TRUE,Increased
2024,4,734,4.3,"$4,300,000,000 ",Caporella,Nick,Nick Caporella,1/15/1936,88,Male,United States,United States,Plantation,Food & Beverage,['Food & Beverage'],,,TRUE,Increased
2024,4,734,4.3,"$4,300,000,000 ",Catsimatidis,John,John Catsimatidis,9/7/1948,75,Male,United States,United States,New York,Energy,['Energy'],,,TRUE,Increased
2024,4,734,4.3,"$4,300,000,000 ",Coxe,Tench,Tench Coxe,1/14/1958,66,Male,United States,United States,Palo Alto,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,734,4.3,"$4,300,000,000 ",D'Aniello,Daniel,Daniel D'Aniello,9/14/1946,77,Male,United States,United States,Vienna,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,734,4.3,"$4,300,000,000 ",Edens,Wesley,Wesley Edens,10/31/1961,62,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,734,4.3,"$4,300,000,000 ",Newell,Gabe,Gabe Newell,11/3/1962,61,Male,United States,United States,Seattle,Gambling & Casinos,['Gambling & Casinos'],Valve Corporation,Cofounder and CEO,TRUE,Increased
2024,4,734,4.3,"$4,300,000,000 ",Shoen,E. Joe,E. Joe Shoen,10/28/1949,74,Male,United States,United States,Phoenix,Automotive,['Automotive'],,,FALSE,Increased
2024,4,734,4.3,"$4,300,000,000 ",Xie,Michael,Michael Xie,2/20/1969,55,Male,United States,United States,Los Altos Hills,Technology,['Technology'],,,TRUE,Increased
2024,4,734,4.3,"$4,300,000,000 ",Coates,John,John Coates,1/7/1970,54,Male,United Kingdom,United Kingdom,Stoke-On-Trent,Gambling & Casinos,['Gambling & Casinos'],,,TRUE,Increased
2024,4,734,4.3,"$4,300,000,000 ",Hong,Ra-hee,Hong Ra-hee,7/15/1945,78,Female,South Korea,South Korea,Seoul,Technology,['Technology'],,,FALSE,Decreased
2024,4,734,4.3,"$4,300,000,000 ",Aven,Pyotr,Pyotr Aven,3/16/1955,69,Male,Russia,Latvia,,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,734,4.3,"$4,300,000,000 ",Garavoglia,Luca,Luca Garavoglia,2/27/1969,55,Male,Italy,Italy,Milan,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
2024,4,734,4.3,"$4,300,000,000 ",Shani,Shaul,Shaul Shani,1/1/1955,69,Male,Israel,Italy,Milan,Telecom,['Telecom'],,,TRUE,Increased
2024,4,734,4.3,"$4,300,000,000 ",Firodia,Abhay,Abhay Firodia,11/5/1944,79,Male,India,India,Pune,Automotive,['Automotive'],,,FALSE,Increased
2024,4,734,4.3,"$4,300,000,000 ",Ladreit de Lacharriere,Marc,Marc Ladreit de Lacharriere,11/6/1940,83,Male,France,France,Paris,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,734,4.3,"$4,300,000,000 ",Jin,Baofang,Jin Baofang,9/1/1952,71,Male,China,China,Xingtai,Energy,['Energy'],,,TRUE,Decreased
2024,4,734,4.3,"$4,300,000,000 ",Li,Zhenguo,Li Zhenguo & family,1/1/1968,56,Male,China,China,Xi'an,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,734,4.3,"$4,300,000,000 ",Wang,Frank,Frank Wang,10/30/1980,43,Male,China,China,Shenzhen,Technology,['Technology'],DJI Technology Co.,Founder and CEO,TRUE,Remained Even
2024,4,734,4.3,"$4,300,000,000 ",Leonard,Mark,Mark Leonard & family,5/6/1956,67,Male,Canada,Canada,Toronto,Technology,['Technology'],,,TRUE,Increased
2024,4,734,4.3,"$4,300,000,000 ",Saputo,Emanuele (Lino),Emanuele (Lino) Saputo & family,1/1/1937,87,Male,Canada,Canada,Montreal,Food & Beverage,['Food & Beverage'],Saputo,Chairman,FALSE,Decreased
2024,4,734,4.3,"$4,300,000,000 ",Palmer,Clive,Clive Palmer,3/26/1954,70,Male,Australia,Australia,Brisbane,Metals & Mining,['Metals & Mining'],,,TRUE,Increased
2024,4,756,4.2,"$4,200,000,000 ",Cargill,Austen,"Austen Cargill, II.",3/9/1951,73,Male,United States,United States,Livingston,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
2024,4,756,4.2,"$4,200,000,000 ",Cargill,James,"James Cargill, II.",4/7/1949,74,Male,United States,United States,Birchwood,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
2024,4,756,4.2,"$4,200,000,000 ",Diller,Barry,Barry Diller,2/2/1942,82,Male,United States,United States,New York,Media & Entertainment,['Media & Entertainment'],,,TRUE,Increased
2024,4,756,4.2,"$4,200,000,000 ",Jain,Rajiv,Rajiv Jain,1/27/1968,56,Male,United States,United States,Fort Lauderdale,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,756,4.2,"$4,200,000,000 ",Kellogg,Peter,Peter Kellogg,9/1/1942,81,Male,United States,United States,Short Hills,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,756,4.2,"$4,200,000,000 ",Liebmann,Marianne,Marianne Liebmann,7/11/1953,70,Female,United States,United States,Bozeman,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
2024,4,756,4.2,"$4,200,000,000 ",Udvar-Hazy,Steven,Steven Udvar-Hazy,2/23/1946,78,Male,United States,United States,Westlake,Service,['Service'],Air Lease ,CEO and Chairman,TRUE,Increased
2024,4,756,4.2,"$4,200,000,000 ",Yuan,Eric,Eric Yuan & family,2/20/1970,54,Male,United States,United States,Santa Clara,Technology,['Technology'],Zoom Video Communications,Founder and CEO,TRUE,Increased
2024,4,756,4.2,"$4,200,000,000 ",Yin,Samuel,Samuel Yin,8/16/1950,73,Male,Taiwan,Taiwan,Taipei,Diversified,['Diversified'],,,FALSE,Decreased
2024,4,756,4.2,"$4,200,000,000 ",Ek,Daniel,Daniel Ek,2/21/1983,41,Male,Sweden,Sweden,Stockholm,Technology,['Technology'],Spotify,CEO,TRUE,Increased
2024,4,756,4.2,"$4,200,000,000 ",Kulkov,Egor,Egor Kulkov,12/7/1971,52,Male,Russia,Switzerland,Grimisuat,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,756,4.2,"$4,200,000,000 ",Witzoe,Gustav Magnar,Gustav Magnar Witzoe,4/22/1993,30,Male,Norway,Norway,Kverva,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
2024,4,756,4.2,"$4,200,000,000 ",Raheja,Rajan,Rajan Raheja & family,6/1/1954,69,Male,India,India,Mumbai,Diversified,['Diversified'],,,FALSE,Increased
2024,4,756,4.2,"$4,200,000,000 ",Edelstenne,Charles,Charles Edelstenne,1/3/1938,86,Male,France,France,Paris,Manufacturing,['Manufacturing'],,,TRUE,Increased
2024,4,756,4.2,"$4,200,000,000 ",Gu,Maggie,Maggie Gu,,,Female,China,China,Guangzhou,Fashion & Retail,['Fashion & Retail'],,,TRUE,
2024,4,756,4.2,"$4,200,000,000 ",Miao,Molly,Molly Miao,,,Female,China,China,Guangzhou,Fashion & Retail,['Fashion & Retail'],,,TRUE,
2024,4,756,4.2,"$4,200,000,000 ",Ren Xiaoqing,,Ren Xiaoqing,,,Male,China,China,Guangzhou,Fashion & Retail,['Fashion & Retail'],,,TRUE,
2024,4,756,4.2,"$4,200,000,000 ",Yu,Renrong,Yu Renrong,4/1/1966,58,Male,China,China,Ningbo,Manufacturing,['Manufacturing'],,,TRUE,Increased
2024,4,756,4.2,"$4,200,000,000 ",Zhang,Daocai,Zhang Daocai,1/1/1950,74,Male,China,China,Shaoxing,Diversified,['Diversified'],,,TRUE,Increased
2024,4,775,4.1,"$4,100,000,000 ",Hardy,Maggie,Maggie Hardy,12/7/1965,58,Female,United States,United States,Belle Vernon,Service,['Service'],84 Lumber,"CEO, Owner",FALSE,Increased
2024,4,775,4.1,"$4,100,000,000 ",Jacobs,Brad,Brad Jacobs,7/1/1956,67,Male,United States,United States,Greenwich,Logistics,['Logistics'],,,TRUE,Increased
2024,4,775,4.1,"$4,100,000,000 ",James,Hamilton,Hamilton James & family,8/3/1951,72,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,775,4.1,"$4,100,000,000 ",Schulze,Richard,Richard Schulze,1/2/1941,83,Male,United States,United States,Naples,Fashion & Retail,['Fashion & Retail'],Best Buy,Chairman,TRUE,Increased
2024,4,775,4.1,"$4,100,000,000 ",Selin,Erik,Erik Selin,5/8/1967,56,Male,Sweden,Sweden,Göteborg,Real Estate,['Real Estate'],,,TRUE,Increased
2024,4,775,4.1,"$4,100,000,000 ",Yasuda,Takao,Takao Yasuda,5/7/1949,74,Male,Japan,Singapore,Singapore,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,775,4.1,"$4,100,000,000 ",Susanto,Djoko,Djoko Susanto,2/9/1950,74,Male,Indonesia,Indonesia,Jakarta,Fashion & Retail,['Fashion & Retail'],,,TRUE,Decreased
2024,4,775,4.1,"$4,100,000,000 ",Kalyani,Baba,Baba Kalyani,1/7/1949,75,Male,India,India,Pune,Automotive,['Automotive'],,,FALSE,Increased
2024,4,775,4.1,"$4,100,000,000 ",Jian,Yao,Jian Yao,,,Female,China,Hong Kong,Hong Kong,Healthcare,['Healthcare'],,,FALSE,
2024,4,775,4.1,"$4,100,000,000 ",Jiang,Bin,Jiang Bin,9/16/1966,57,Male,China,China,Weifang,Technology,['Technology'],,,TRUE,Decreased
2024,4,785,4,"$4,000,000,000 ",Chambers,James,James Chambers,4/12/1957,66,Male,United States,United States,Palisades,Media & Entertainment,['Media & Entertainment'],,,FALSE,Decreased
2024,4,785,4,"$4,000,000,000 ",Ilitch,Marian,Marian Ilitch,1/7/1933,91,Female,United States,United States,Bingham Farms,Food & Beverage,['Food & Beverage'],,,TRUE,Decreased
2024,4,785,4,"$4,000,000,000 ",Penske,Roger,Roger Penske,2/20/1937,87,Male,United States,United States,Birmingham,Automotive,['Automotive'],,,TRUE,Increased
2024,4,785,4,"$4,000,000,000 ",Rayner,Katharine,Katharine Rayner,1/12/1945,79,Female,United States,United States,East Hampton,Media & Entertainment,['Media & Entertainment'],,,FALSE,Decreased
2024,4,785,4,"$4,000,000,000 ",Sterling,Donald,Donald Sterling,4/26/1934,89,Male,United States,United States,Beverly Hills,Real Estate,['Real Estate'],,,TRUE,Decreased
2024,4,785,4,"$4,000,000,000 ",Taylor,Margaretta,Margaretta Taylor,4/15/1942,81,Female,United States,United States,Southampton,Media & Entertainment,['Media & Entertainment'],,,FALSE,Decreased
2024,4,785,4,"$4,000,000,000 ",Morris,Tom,Tom Morris,10/2/1954,69,Male,United Kingdom,United Kingdom,Merseyside,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,785,4,"$4,000,000,000 ",Akhmetov,Rinat,Rinat Akhmetov,9/21/1966,57,Male,Ukraine,Ukraine,Donetsk,Metals & Mining,['Metals & Mining'],,,TRUE,Decreased
2024,4,785,4,"$4,000,000,000 ",Tsai,Hong-tu,Tsai Hong-tu,8/1/1952,71,Male,Taiwan,Taiwan,Taipei,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,785,4,"$4,000,000,000 ",Andic,Isak,Isak Andic & family,10/20/1953,70,Male,Spain,Spain,Barcelona,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,785,4,"$4,000,000,000 ",Lee,Boo-jin,Lee Boo-jin,10/6/1970,53,Female,South Korea,South Korea,Seoul,Technology,['Technology'],Hotel Shilla,President and CEO,FALSE,Increased
2024,4,785,4,"$4,000,000,000 ",Gordeev,Sergei,Sergei Gordeev,11/22/1972,51,Male,Russia,Russia,Moscow,Real Estate,['Real Estate'],,,TRUE,Increased
2024,4,785,4,"$4,000,000,000 ",Rotenberg,Arkady,Arkady Rotenberg,12/15/1951,72,Male,Russia,Russia,Moscow,Construction & Engineering,['Construction & Engineering'],,,TRUE,Increased
2024,4,785,4,"$4,000,000,000 ",Ruffini,Remo,Remo Ruffini,8/27/1961,62,Male,Italy,Italy,Como,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,785,4,"$4,000,000,000 ",Lim,Hariyanto Wijaya Sarwono,Lim Hariyanto Wijaya Sarwono,11/1/1928,95,Male,Indonesia,Indonesia,Jakarta,Metals & Mining,['Metals & Mining'],,,TRUE,Decreased
2024,4,785,4,"$4,000,000,000 ",Jain,Vivek,Vivek Jain,8/30/1955,68,Male,India,India,Delhi,Manufacturing,['Manufacturing'],,,FALSE,Increased
2024,4,785,4,"$4,000,000,000 ",Schulenberg,Klaus-Peter,Klaus-Peter Schulenberg,7/1/1951,72,Male,Germany,Germany,Bremen,Service,['Service'],,,TRUE,Increased
2024,4,785,4,"$4,000,000,000 ",Herlin,Antti,Antti Herlin,11/14/1956,67,Male,Finland,Finland,Kirkkonummi,Manufacturing,['Manufacturing'],,,FALSE,Decreased
2024,4,785,4,"$4,000,000,000 ",Cai,Kui,Cai Kui,1/1/1963,61,Male,China,China,Chengdu,Real Estate,['Real Estate'],,,TRUE,Decreased
2024,4,785,4,"$4,000,000,000 ",Jian,Jun,Jian Jun,11/1/1963,60,Female,China,China,Beijing,Healthcare,['Healthcare'],,,TRUE,Decreased
2024,4,785,4,"$4,000,000,000 ",Wang,Junlin,Wang Junlin & family,9/1/1962,61,Male,China,China,Chengdu,Food & Beverage,['Food & Beverage'],,,TRUE,Increased
2024,4,785,4,"$4,000,000,000 ",Yao,Liangsong,Yao Liangsong,8/1/1964,59,Male,China,China,Guangzhou,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,785,4,"$4,000,000,000 ",Zhou,Jianping,Zhou Jianping,5/28/1960,63,Male,China,China,Jiangyin,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,785,4,"$4,000,000,000 ",D'Ieteren,Nicolas ,Nicolas D'Ieteren,4/13/1975,48,Male,Belgium,Switzerland,Anzere,Automotive,['Automotive'],,,FALSE,Increased
2024,4,809,3.9,"$3,900,000,000 ",Duggan,Robert,Robert Duggan,4/28/1944,79,Male,United States,United States,Clearwater,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,809,3.9,"$3,900,000,000 ",Grendys,Joseph,Joseph Grendys,12/1/1961,62,Male,United States,United States,Chicago,Food & Beverage,['Food & Beverage'],,,TRUE,Increased
2024,4,809,3.9,"$3,900,000,000 ",Lavin,Steve,Steve Lavin & family,7/27/1955,68,Male,United States,United States,Chicago,Food & Beverage,['Food & Beverage'],,,FALSE,
2024,4,809,3.9,"$3,900,000,000 ",Lefkofsky,Eric,Eric Lefkofsky,9/2/1969,54,Male,United States,United States,Glencoe,Technology,['Technology'],,,TRUE,Decreased
2024,4,809,3.9,"$3,900,000,000 ",Miller,Gail,Gail Miller,10/14/1943,80,Female,United States,United States,Salt Lake City,Automotive,['Automotive'],,,TRUE,Decreased
2024,4,809,3.9,"$3,900,000,000 ",Rubenstein,David,David Rubenstein,8/11/1949,74,Male,United States,United States,Bethesda,Finance & Investments,['Finance & Investments'],Carlyle Group,Cofounder and Co-executive Chairman,TRUE,Increased
2024,4,809,3.9,"$3,900,000,000 ",Siebel,Thomas,Thomas Siebel,11/22/1952,71,Male,United States,United States,Woodside,Technology,['Technology'],,,TRUE,Increased
2024,4,809,3.9,"$3,900,000,000 ",Stryker,Pat,Pat Stryker,4/6/1956,67,Female,United States,United States,Fort Collins,Healthcare,['Healthcare'],,,FALSE,Increased
